Category,Category_binary,Rating,Reviews,Installs,Price
GAME,0,4.2,62636,1000000,0.0
SPORTS,1,4.6,1873523,50000000,0.0
GAME,0,4.3,1655,100000,0.0
GAME,0,4.5,946926,50000000,0.0
SPORTS,1,4.6,2880,100000,0.0
SPORTS,1,4.2,53,5000,0.0
GAME,0,4.4,5566669,100000000,0.0
GAME,0,3.5,46801,1000000,0.0
SPORTS,1,4.0,176450,5000000,0.0
GAME,0,3.5,1976,100000,0.0
GAME,0,4.1,234606,10000000,0.0
SPORTS,1,2.4,551,100000,0.0
SPORTS,1,4.4,6106,100000,0.0
SPORTS,1,3.7,492,100000,0.0
GAME,0,4.2,3846378,50000000,0.0
GAME,0,4.5,20,1000,0.99
GAME,0,4.7,21,100,0.0
GAME,0,4.3,1300619,50000000,0.0
GAME,0,4.0,21,5000,0.99
GAME,0,3.8,555,100000,0.0
GAME,0,4.5,27723193,1000000000,0.0
GAME,0,4.7,990723,10000000,0.0
GAME,0,4.6,811040,10000000,0.0
SPORTS,1,4.3,183004,10000000,0.0
GAME,0,4.7,1732263,50000000,0.0
SPORTS,1,4.9,66791,1000000,0.0
SPORTS,1,3.1,10006,1000000,0.0
SPORTS,1,4.7,911995,10000000,0.0
SPORTS,1,3.5,28,1000,0.0
SPORTS,1,4.9,272172,10000000,0.0
SPORTS,1,4.5,183669,5000000,0.0
SPORTS,1,4.6,116079,5000000,0.0
SPORTS,1,4.7,15674,1000000,0.0
GAME,0,4.4,2440877,10000000,0.0
GAME,0,4.2,41089,5000000,0.0
SPORTS,1,4.7,2071,100000,0.0
SPORTS,1,5.0,15,100,0.0
GAME,0,4.6,14989,500000,0.0
GAME,0,4.5,14,100,0.0
GAME,0,4.4,596,100000,0.0
GAME,0,4.4,1986068,50000000,0.0
SPORTS,1,3.8,1797,100000,0.0
SPORTS,1,4.5,13,1000,0.0
GAME,0,4.2,5829,100000,0.0
GAME,0,2.4,45,10000,0.0
SPORTS,1,3.5,7578,1000000,0.0
SPORTS,1,4.6,299,100000,0.0
GAME,0,4.1,64,5000,0.0
GAME,0,4.1,7279,1000000,0.0
GAME,0,4.5,5534114,100000000,0.0
SPORTS,1,2.7,17,1000,0.0
SPORTS,1,3.8,28140,1000000,0.0
GAME,0,4.5,27722264,1000000000,0.0
GAME,0,3.1,25825,5000000,0.0
GAME,0,4.2,1343106,10000000,0.0
GAME,0,4.4,4637439,100000000,0.0
GAME,0,4.5,514,5000,6.99
GAME,0,4.3,38957,1000000,0.0
GAME,0,3.9,7972,500000,0.0
SPORTS,1,3.9,5511,1000000,0.0
SPORTS,1,2.6,186,10000,0.0
GAME,0,4.5,5849,500000,0.0
SPORTS,1,4.3,26652,1000000,0.0
SPORTS,1,4.1,4374,100000,0.0
SPORTS,1,4.0,176448,5000000,0.0
GAME,0,4.3,350,50000,0.0
SPORTS,1,4.7,40,1000,0.0
GAME,0,4.5,1125438,10000000,0.0
SPORTS,1,4.0,30840,1000000,0.0
SPORTS,1,4.5,82145,50000000,0.0
GAME,0,4.4,3344,500000,0.0
SPORTS,1,3.3,20098,10000000,0.0
SPORTS,1,4.0,47,1000,0.0
SPORTS,1,4.9,18,1000,0.0
GAME,0,4.5,21892,1000000,0.0
SPORTS,1,4.3,16016,1000000,0.0
GAME,0,4.2,70226,5000000,0.0
SPORTS,1,4.1,124,5000,3.99
GAME,0,4.4,1094,500000,0.0
GAME,0,4.5,14253,1000000,0.0
SPORTS,1,4.6,17,1000,0.0
SPORTS,1,1.7,686,10000,0.0
GAME,0,4.4,104303,10000000,0.0
GAME,0,4.6,10981850,100000000,0.0
GAME,0,4.8,230727,10000000,0.0
GAME,0,4.6,541144,10000000,0.0
SPORTS,1,4.5,177,10000,0.0
GAME,0,3.7,413609,10000000,0.0
GAME,0,4.3,531074,10000000,0.0
GAME,0,3.9,1995,500000,0.0
GAME,0,4.2,960,50000,0.0
GAME,0,3.6,5291,100000,0.0
GAME,0,4.3,2178,500000,0.0
SPORTS,1,4.5,3346,100000,0.0
GAME,0,4.2,20364,5000000,0.0
GAME,0,4.5,2917,100000,0.0
SPORTS,1,4.5,7976,500000,0.0
SPORTS,1,3.6,275,10000,400.0
SPORTS,1,4.6,34802,1000000,0.0
GAME,0,4.4,5566889,100000000,0.0
GAME,0,3.8,83671,10000000,0.0
GAME,0,4.6,2464,50000,0.0
SPORTS,1,4.4,5038,500000,0.0
GAME,0,4.5,592504,50000000,0.0
SPORTS,1,5.0,6,100,0.0
GAME,0,3.9,85410,10000000,0.0
GAME,0,4.7,62561,1000000,0.0
GAME,0,4.3,4704,100000,0.0
SPORTS,1,4.0,6676,1000000,0.0
SPORTS,1,4.0,2490,500000,0.0
GAME,0,4.4,14,1000,0.0
SPORTS,1,4.4,552,5000,1.0
SPORTS,1,3.0,94,10000,0.0
GAME,0,3.7,42529,500000,1.99
SPORTS,1,4.6,101455,5000000,0.0
GAME,0,4.2,46416,10000000,0.0
SPORTS,1,4.1,18539,1000000,0.0
SPORTS,1,4.9,28945,500000,0.0
GAME,0,4.1,14283,1000000,0.0
SPORTS,1,4.6,152653,10000000,0.0
SPORTS,1,4.6,37224,1000000,0.0
GAME,0,3.9,142693,5000000,0.0
GAME,0,4.3,29330,1000000,0.0
SPORTS,1,3.8,6,500,0.0
SPORTS,1,4.4,38,10000,0.0
SPORTS,1,5.0,1,10,3.04
GAME,0,4.4,17,500,4.49
GAME,0,4.4,4920817,100000000,0.0
GAME,0,4.3,6,1000,0.0
SPORTS,1,4.4,232423,5000000,0.0
SPORTS,1,4.4,14402,1000000,0.0
SPORTS,1,4.0,28895,5000000,0.0
GAME,0,4.4,2351,100000,0.0
GAME,0,4.6,963,50000,0.0
SPORTS,1,4.5,838765,50000000,0.0
SPORTS,1,3.9,255,100000,0.0
SPORTS,1,4.4,726074,10000000,0.0
GAME,0,4.5,27724094,1000000000,0.0
GAME,0,4.6,7674252,100000000,0.0
SPORTS,1,4.9,10,500,0.0
GAME,0,4.4,7614407,100000000,0.0
GAME,0,4.6,358633,10000000,0.0
SPORTS,1,2.8,17,5000,0.0
GAME,0,4.6,59907,5000000,0.0
GAME,0,4.0,30008,1000000,0.0
SPORTS,1,4.5,10097,500000,0.0
SPORTS,1,5.0,3,100,0.0
GAME,0,3.8,159063,1000000,0.0
SPORTS,1,4.9,26,1000,0.0
SPORTS,1,4.3,1802,100000,0.0
SPORTS,1,4.8,220125,10000000,0.0
GAME,0,5.0,7,100,0.0
GAME,0,4.2,214923,5000000,0.0
GAME,0,4.4,6198563,100000000,0.0
SPORTS,1,4.2,82882,5000000,0.0
GAME,0,3.6,151,10000,0.0
GAME,0,4.4,45871,5000000,0.0
GAME,0,4.5,6026,100000,0.0
GAME,0,4.3,798522,100000000,0.0
SPORTS,1,5.0,5,100,0.0
GAME,0,4.4,4066989,100000000,0.0
GAME,0,4.4,1381624,10000000,0.0
SPORTS,1,4.4,28,1000,0.0
SPORTS,1,4.6,10445,500000,0.0
GAME,0,4.3,13604,1000000,0.99
SPORTS,1,4.7,55571,1000000,0.0
SPORTS,1,4.6,50338,1000000,0.0
GAME,0,4.2,211,10000,0.0
GAME,0,4.6,260651,10000000,0.0
SPORTS,1,2.8,88,10000,0.0
GAME,0,4.5,696,100000,0.0
SPORTS,1,4.4,21733,1000000,0.0
GAME,0,3.4,9051,1000000,0.0
GAME,0,4.5,27725352,1000000000,0.0
SPORTS,1,4.0,2789775,100000000,0.0
GAME,0,4.3,8119154,500000000,0.0
GAME,0,4.1,364,50000,0.0
GAME,0,4.1,41,5000,0.0
GAME,0,4.2,152,10000,0.0
SPORTS,1,3.0,4260,5000000,0.0
GAME,0,4.7,705,10000,0.0
GAME,0,4.1,52163,1000000,0.0
GAME,0,4.2,4569,100000,0.99
GAME,0,4.0,721,50000,0.0
SPORTS,1,4.8,12705,1000000,0.0
SPORTS,1,4.5,231,5000,0.99
GAME,0,4.1,13,500,0.0
GAME,0,4.2,326042,10000000,0.0
SPORTS,1,4.6,60,1000,1.99
GAME,0,4.5,4229977,100000000,0.0
GAME,0,4.2,1185148,100000000,0.0
SPORTS,1,4.7,2317,50000,0.0
GAME,0,4.0,2700,500000,0.0
GAME,0,4.4,3941129,50000000,0.0
GAME,0,4.5,4487182,50000000,0.0
SPORTS,1,4.4,4600,500000,0.0
GAME,0,4.5,30515,1000000,0.0
SPORTS,1,4.4,670,10000,0.0
SPORTS,1,4.1,288809,10000000,0.0
GAME,0,4.5,14891223,500000000,0.0
GAME,0,3.3,152102,10000000,0.0
SPORTS,1,4.0,294,10000,0.0
GAME,0,4.4,889425,10000000,0.0
SPORTS,1,4.4,697,100000,0.0
SPORTS,1,4.7,416,10000,6.99
SPORTS,1,3.7,2980,100000,0.0
GAME,0,4.4,5231553,100000000,0.0
GAME,0,4.6,338742,5000000,0.0
GAME,0,4.4,7614271,100000000,0.0
SPORTS,1,3.6,28,500,2.99
SPORTS,1,4.3,91031,5000000,0.0
SPORTS,1,5.0,19,500,0.0
GAME,0,4.7,59017,1000000,0.0
GAME,0,4.7,8118880,100000000,0.0
GAME,0,4.2,40847,1000000,0.0
SPORTS,1,3.1,78442,5000000,0.0
GAME,0,4.3,8668,500000,0.0
GAME,0,4.3,18277,1000000,0.0
SPORTS,1,4.4,5,1000,0.0
SPORTS,1,4.0,12906,1000000,0.0
SPORTS,1,4.3,95905,10000000,0.0
GAME,0,4.3,144040,5000000,0.0
SPORTS,1,4.6,205299,5000000,0.0
GAME,0,4.4,5234825,100000000,0.0
GAME,0,4.0,209,10000,0.0
SPORTS,1,4.1,27501,1000000,0.0
GAME,0,4.2,492,100000,0.0
GAME,0,5.0,8,10,0.99
SPORTS,1,4.2,80900,1000000,0.0
SPORTS,1,4.6,10484,1000000,0.0
SPORTS,1,4.1,47497,10000000,0.0
GAME,0,5.0,11,10,0.0
GAME,0,3.5,23,1000,0.99
SPORTS,1,4.2,36183,5000000,0.0
GAME,0,4.3,25094,1000000,0.0
GAME,0,4.3,6143,100000,0.0
GAME,0,4.5,184210,10000000,0.0
SPORTS,1,3.8,85763,1000000,0.0
SPORTS,1,4.3,480208,500000000,0.0
SPORTS,1,2.8,405,50000,0.0
SPORTS,1,4.0,3061,100000,0.0
GAME,0,4.5,1137271,50000000,0.0
GAME,0,4.4,3716278,50000000,0.0
GAME,0,4.1,1019,100000,0.0
GAME,0,4.4,9305,1000000,0.0
SPORTS,1,4.4,129409,1000000,1.99
GAME,0,4.3,8118937,500000000,0.0
SPORTS,1,4.7,25,10000,0.0
GAME,0,4.3,180,5000,0.0
GAME,0,4.5,10256,1000000,0.0
SPORTS,1,4.5,68072,5000000,0.0
SPORTS,1,4.0,576,50000,0.0
SPORTS,1,4.6,548021,10000000,0.0
GAME,0,4.4,862,100000,0.0
SPORTS,1,5.0,2,100,0.0
SPORTS,1,5.0,2,50,0.0
GAME,0,4.0,166033,10000000,0.0
GAME,0,4.6,260527,10000000,0.0
SPORTS,1,4.4,129,50000,0.0
GAME,0,3.8,596,100000,0.0
SPORTS,1,3.8,2300,10000000,0.0
SPORTS,1,3.8,17368,10000000,0.0
SPORTS,1,4.6,169,10000,0.0
GAME,0,4.5,16815,1000000,0.0
SPORTS,1,4.6,115721,10000000,0.0
SPORTS,1,4.3,34327,5000000,0.0
GAME,0,4.3,955656,10000000,0.0
GAME,0,4.4,206602,5000000,0.0
GAME,0,4.3,29270,5000000,0.0
GAME,0,4.2,88901,10000000,0.0
GAME,0,4.4,1351833,10000000,0.0
GAME,0,3.8,35171,1000000,0.0
SPORTS,1,4.0,45224,5000000,0.0
GAME,0,4.7,541732,5000000,0.0
GAME,0,4.0,484981,10000000,0.0
GAME,0,4.5,43645,5000000,0.0
GAME,0,4.3,112565,1000000,0.0
GAME,0,3.7,8014,100000,2.99
GAME,0,4.7,358817,10000000,0.0
GAME,0,4.5,375996,10000000,0.0
GAME,0,4.5,1243017,50000000,0.0
GAME,0,3.4,32,1000,0.99
SPORTS,1,4.6,57,5000,0.0
GAME,0,4.0,103199,10000000,0.0
GAME,0,4.3,331692,10000000,0.0
SPORTS,1,4.3,24082,1000000,0.0
SPORTS,1,4.7,77777,1000000,0.0
SPORTS,1,5.0,17,50,0.0
SPORTS,1,4.3,148083,10000000,0.0
SPORTS,1,4.4,13213,1000000,0.0
SPORTS,1,3.0,26,1000,0.0
SPORTS,1,3.4,377,100000,0.0
GAME,0,4.5,214819,5000000,0.0
GAME,0,3.8,196,5000,0.0
SPORTS,1,4.8,1664,100000,0.0
SPORTS,1,5.0,1,10,0.0
GAME,0,4.7,1534466,50000000,0.0
GAME,0,4.6,2158580,10000000,0.0
SPORTS,1,4.3,91035,5000000,0.0
SPORTS,1,2.6,64,10000,0.0
GAME,0,4.7,8038,100000,0.0
SPORTS,1,4.6,10,1000,0.0
GAME,0,4.5,21892,1000000,0.0
GAME,0,4.5,464900,10000000,0.0
GAME,0,3.8,22191,1000000,0.0
GAME,0,4.5,592504,50000000,0.0
GAME,0,4.6,1327265,50000000,0.0
GAME,0,4.3,807226,10000000,0.0
SPORTS,1,4.3,206,1000,4.99
SPORTS,1,3.5,628,100000,0.0
SPORTS,1,5.0,5,100,0.0
GAME,0,3.4,1995,100000,0.0
SPORTS,1,4.5,8642,100000,0.0
GAME,0,4.4,460,50000,0.0
SPORTS,1,3.3,1391,100000,0.0
GAME,0,4.3,24628,1000000,0.0
GAME,0,4.4,125578,5000000,0.0
SPORTS,1,3.6,124,5000,0.0
GAME,0,4.2,652,10000,0.0
GAME,0,4.3,12,100,0.99
GAME,0,4.7,32,1000,0.0
GAME,0,4.4,54082,10000000,0.0
GAME,0,3.4,2218,500000,0.0
GAME,0,4.3,157264,10000000,0.0
GAME,0,5.0,8,50,0.0
GAME,0,4.3,43055,5000000,0.0
GAME,0,4.5,567984,10000000,0.0
GAME,0,4.5,401425,10000000,0.0
GAME,0,3.8,3543,1000000,0.0
GAME,0,4.5,18125,100000,4.99
GAME,0,4.5,52,5000,0.0
SPORTS,1,4.4,283662,10000000,0.0
GAME,0,4.6,1432809,10000000,0.0
GAME,0,4.4,69,50000,0.0
GAME,0,4.5,43576,5000000,0.0
GAME,0,4.8,21,1000,0.0
GAME,0,4.5,4448791,100000000,0.0
GAME,0,4.5,26744,500000,0.0
GAME,0,4.2,249308,10000000,0.0
SPORTS,1,3.3,3,1000,0.0
GAME,0,4.4,1628,50000,0.0
SPORTS,1,4.0,448,50000,0.0
GAME,0,4.3,128367,1000000,0.0
SPORTS,1,4.2,521081,10000000,0.0
GAME,0,4.2,115176,10000000,0.0
SPORTS,1,3.5,50179,1000000,0.0
SPORTS,1,4.2,82857,5000000,0.0
GAME,0,4.2,9183,1000000,0.0
SPORTS,1,4.2,75566,5000000,0.0
SPORTS,1,4.1,2954,100000,0.0
SPORTS,1,4.9,1211,10000,0.0
GAME,0,3.9,2454,500000,0.0
GAME,0,4.3,1003269,50000000,0.0
SPORTS,1,4.6,318134,5000000,0.0
GAME,0,4.0,1287,50000,0.0
GAME,0,4.4,8923847,100000000,0.0
GAME,0,4.4,12683,1000000,0.0
GAME,0,4.7,4041,10000,0.0
SPORTS,1,4.0,4015,1000000,0.0
SPORTS,1,4.6,92522,5000000,0.0
SPORTS,1,4.1,585564,10000000,0.0
SPORTS,1,4.3,979,50000,0.0
GAME,0,5.0,5,10,0.0
GAME,0,4.6,4108,10000,17.99
SPORTS,1,4.6,815280,10000000,0.0
SPORTS,1,4.5,183662,5000000,0.0
GAME,0,4.1,1703479,100000000,0.0
SPORTS,1,4.8,38,500,0.0
SPORTS,1,4.4,172,5000,2.99
GAME,0,4.3,52199,1000000,0.0
GAME,0,4.0,795,100000,0.0
SPORTS,1,3.9,987,10000,0.0
SPORTS,1,5.0,18,100,0.0
GAME,0,4.3,104389,5000000,0.0
GAME,0,4.4,15806,1000000,0.0
GAME,0,4.3,165928,5000000,0.0
SPORTS,1,4.5,234971,1000000,0.0
SPORTS,1,4.6,539,10000,0.0
GAME,0,4.6,29,1000,0.0
GAME,0,3.9,29505,1000000,0.0
GAME,0,4.1,140,50000,0.0
GAME,0,4.7,295576,10000000,0.0
GAME,0,3.9,24,1000,1.99
GAME,0,4.0,47151,5000000,0.0
GAME,0,4.4,1294,50000,0.0
GAME,0,4.5,10434,1000000,0.0
GAME,0,4.3,285814,10000000,0.0
GAME,0,4.6,547,10000,0.0
GAME,0,4.6,2719142,10000000,0.0
SPORTS,1,4.1,288809,10000000,0.0
SPORTS,1,4.3,1387,50000,0.0
GAME,0,5.0,5,100,0.0
SPORTS,1,4.4,95557,10000000,0.0
GAME,0,4.5,3432,1000000,0.0
GAME,0,4.0,387,50000,0.0
GAME,0,4.3,40,5000,0.0
GAME,0,4.4,6735,1000000,0.0
GAME,0,4.4,406511,5000000,0.0
GAME,0,4.3,32551,500000,0.0
GAME,0,4.5,407788,5000000,0.0
GAME,0,3.8,466,10000,0.99
SPORTS,1,4.6,1873523,50000000,0.0
SPORTS,1,4.3,665,500000,0.0
GAME,0,4.3,4000433,100000000,0.0
SPORTS,1,4.1,3309,500000,0.0
SPORTS,1,4.5,35394,500000,0.0
GAME,0,4.4,267395,5000000,0.0
SPORTS,1,4.5,152,10000,0.0
GAME,0,4.4,47644,5000000,0.0
GAME,0,4.4,4921451,100000000,0.0
GAME,0,4.0,27557,5000000,0.0
GAME,0,4.4,70351,5000000,0.0
GAME,0,4.3,5339,1000000,0.0
GAME,0,3.8,499,10000,3.99
GAME,0,4.5,219821,1000000,0.0
SPORTS,1,4.3,9412,1000000,0.0
GAME,0,4.5,80678,5000000,0.0
GAME,0,4.3,59,1000,0.0
SPORTS,1,4.7,29,1000,0.0
GAME,0,4.3,8432,500000,0.0
SPORTS,1,4.6,37167,1000000,0.0
GAME,0,4.5,6074627,100000000,0.0
SPORTS,1,3.9,2057,50000,1.99
SPORTS,1,4.4,7586,500000,0.0
SPORTS,1,4.6,34782,1000000,0.0
GAME,0,4.3,1083571,50000000,0.0
GAME,0,4.7,325,10000,0.0
GAME,0,4.2,685981,100000000,0.0
GAME,0,4.5,8193,500000,0.0
SPORTS,1,4.5,36255,1000000,0.0
GAME,0,4.5,4147718,100000000,0.0
SPORTS,1,4.7,12,500,0.0
GAME,0,4.1,94761,10000000,0.0
SPORTS,1,4.2,13799,500000,0.0
GAME,0,4.4,28510,500000,0.0
SPORTS,1,4.4,3829,1000000,0.0
SPORTS,1,4.6,69177,1000000,0.0
SPORTS,1,1.6,242,50000,0.0
SPORTS,1,4.2,9992,1000000,0.0
GAME,0,4.5,371318,10000000,0.0
SPORTS,1,4.4,20547,1000000,0.0
GAME,0,3.8,469,10000,0.0
GAME,0,4.8,265,1000,3.49
SPORTS,1,3.8,3547,100000,399.99
SPORTS,1,4.5,32386,1000000,0.0
SPORTS,1,1.4,45,5000,0.0
GAME,0,4.1,82827,10000000,0.0
GAME,0,4.3,11379,500000,0.0
SPORTS,1,4.3,101,10000,0.0
GAME,0,4.6,87766,1000000,4.99
GAME,0,3.8,4257,500000,0.0
GAME,0,4.4,1432447,50000000,0.0
GAME,0,4.8,230727,10000000,0.0
SPORTS,1,3.4,2256,500000,0.0
SPORTS,1,3.5,143,10000,0.0
GAME,0,4.3,4923,100000,0.0
SPORTS,1,3.2,5,100,0.0
SPORTS,1,2.6,680,50000,0.0
GAME,0,4.5,14198602,100000000,0.0
GAME,0,3.8,164,10000,0.0
SPORTS,1,4.3,601,100000,0.0
GAME,0,3.6,12846,1000000,0.0
GAME,0,4.5,1736105,10000000,0.0
GAME,0,4.7,7196,500000,0.0
GAME,0,3.9,108336,1000000,0.0
SPORTS,1,4.5,36255,1000000,0.0
SPORTS,1,4.5,121838,5000000,0.0
SPORTS,1,4.8,570242,10000000,0.0
GAME,0,4.0,995002,10000000,0.0
SPORTS,1,4.0,218,100000,0.0
GAME,0,4.4,5235294,100000000,0.0
SPORTS,1,4.0,5208,100000,0.0
GAME,0,4.4,2119218,50000000,0.0
SPORTS,1,4.4,55,1000,4.49
SPORTS,1,4.1,305,10000,0.0
SPORTS,1,4.8,18604,1000000,0.0
GAME,0,5.0,14,100,0.0
SPORTS,1,3.7,6667,1000000,0.0
GAME,0,4.5,148895,10000000,0.0
SPORTS,1,4.8,432160,10000000,0.0
GAME,0,3.4,148177,10000000,0.0
SPORTS,1,5.0,2,100,0.0
SPORTS,1,3.5,6145,10000000,0.0
GAME,0,4.8,133180,1000000,0.0
GAME,0,4.3,11051,1000000,0.0
SPORTS,1,4.2,28,1000,0.0
GAME,0,1.4,33,1000,0.0
SPORTS,1,4.3,242096,10000000,0.0
GAME,0,4.5,1041836,10000000,0.0
SPORTS,1,3.6,9,500,0.0
SPORTS,1,2.1,2390,100000,0.0
GAME,0,4.2,162,10000,0.0
GAME,0,4.3,71468,1000000,0.0
GAME,0,4.5,804,10000,0.0
SPORTS,1,4.6,37140,1000000,0.0
SPORTS,1,4.6,200,1000,2.49
GAME,0,4.3,10485308,500000000,0.0
GAME,0,4.7,16851,100000,1.99
SPORTS,1,4.3,989344,50000000,0.0
GAME,0,4.4,22428456,500000000,0.0
SPORTS,1,4.2,6,100,3.02
GAME,0,4.7,55952,1000000,0.0
GAME,0,4.3,246538,5000000,0.0
SPORTS,1,4.6,56145,1000000,0.0
GAME,0,3.6,120852,10000000,0.0
SPORTS,1,3.2,320,50000,0.0
SPORTS,1,4.2,14709,5000000,0.0
SPORTS,1,4.1,18968,5000000,0.0
GAME,0,3.7,80,10000,0.0
GAME,0,4.9,21119,100000,4.99
GAME,0,4.2,336386,10000000,0.0
SPORTS,1,4.1,9,1000,0.0
GAME,0,3.9,6121,500000,0.0
SPORTS,1,4.1,315,10000,0.0
SPORTS,1,3.8,926,50000,0.0
GAME,0,4.0,229329,10000000,0.0
SPORTS,1,4.1,361,50000,0.0
GAME,0,4.6,9883806,100000000,0.0
SPORTS,1,4.5,1312936,10000000,0.0
GAME,0,4.3,2251012,100000000,0.0
SPORTS,1,5.0,10,100,0.0
GAME,0,4.5,14892469,500000000,0.0
SPORTS,1,2.4,44,1000,0.0
SPORTS,1,4.4,155693,5000000,0.0
GAME,0,4.2,5449,500000,0.0
SPORTS,1,4.3,56270,5000000,0.0
SPORTS,1,3.7,27179,1000000,0.0
SPORTS,1,5.0,36,100,0.0
SPORTS,1,4.5,399009,10000000,0.0
GAME,0,3.8,51523,500000,0.0
GAME,0,3.5,2071,100000,0.0
GAME,0,4.6,100805,1000000,2.99
SPORTS,1,4.0,1338,100000,0.0
SPORTS,1,5.0,7,100,0.0
SPORTS,1,3.4,1845,100000,0.0
GAME,0,4.4,3344300,50000000,0.0
SPORTS,1,4.2,1140,500000,0.0
GAME,0,4.4,3697174,50000000,0.0
GAME,0,3.8,8175,1000000,0.0
GAME,0,4.6,4129665,50000000,0.0
SPORTS,1,5.0,1,50,0.0
SPORTS,1,4.1,14,100,0.0
SPORTS,1,3.0,26,1000,0.0
GAME,0,4.0,38448,5000000,0.0
SPORTS,1,4.9,66,1000,0.0
SPORTS,1,4.4,656,5000,0.99
GAME,0,4.4,257724,10000000,0.0
SPORTS,1,4.5,130104,10000000,0.0
GAME,0,4.4,438911,10000000,0.0
GAME,0,4.7,191,5000,0.0
GAME,0,4.4,3714270,50000000,0.0
GAME,0,4.5,197540,10000000,0.0
GAME,0,4.5,27725352,1000000000,0.0
GAME,0,3.9,1576,50000,0.0
SPORTS,1,4.0,50,5000,0.0
SPORTS,1,4.3,7543,500000,0.0
GAME,0,4.1,341,50000,0.0
GAME,0,4.2,6947,500000,0.0
GAME,0,2.5,450,10000,0.0
GAME,0,3.9,164,10000,0.0
SPORTS,1,2.2,19,1000,0.0
GAME,0,4.1,7904,500000,0.0
SPORTS,1,3.9,654,10000,4.99
GAME,0,4.4,58387,1000000,0.0
SPORTS,1,4.7,5229,500000,0.0
GAME,0,4.3,234110,50000000,0.0
SPORTS,1,4.6,1981,100000,0.0
GAME,0,4.2,1878,100000,0.0
SPORTS,1,4.7,163,1000,0.99
GAME,0,4.5,49971,5000000,0.0
GAME,0,4.3,1704112,50000000,0.0
SPORTS,1,4.0,232,50000,0.0
GAME,0,4.6,216675,10000000,0.0
GAME,0,4.0,22435,1000000,0.0
GAME,0,4.4,3250,1000000,0.0
GAME,0,4.4,5234810,100000000,0.0
SPORTS,1,2.9,41,1000,379.99
SPORTS,1,4.4,16637,1000000,0.0
SPORTS,1,4.8,3908,100000,0.0
SPORTS,1,4.4,622,10000,0.0
SPORTS,1,4.6,11549,100000,0.0
GAME,0,4.5,214777,5000000,0.0
GAME,0,4.4,17988,100000,4.99
SPORTS,1,4.7,56197,1000000,0.0
SPORTS,1,4.3,926,100000,0.0
SPORTS,1,4.5,32386,1000000,0.0
GAME,0,4.5,121533,10000000,0.0
GAME,0,3.1,50,10000,0.0
SPORTS,1,4.6,32433,1000000,0.0
SPORTS,1,4.0,176448,5000000,0.0
GAME,0,4.5,1117212,50000000,0.0
SPORTS,1,4.4,2107,100000,2.99
GAME,0,4.6,3883589,100000000,0.0
GAME,0,4.6,1480189,10000000,0.0
GAME,0,4.4,499483,10000000,0.0
GAME,0,4.3,146,10000,0.0
SPORTS,1,4.2,75545,5000000,0.0
SPORTS,1,4.3,3,100,0.0
SPORTS,1,4.1,6808,500000,0.0
SPORTS,1,3.5,217,50000,0.0
GAME,0,4.7,990586,10000000,0.0
SPORTS,1,4.6,1658,100000,0.0
GAME,0,4.3,133195,5000000,0.0
GAME,0,4.5,9881908,100000000,0.0
SPORTS,1,4.5,19074,1000000,0.0
GAME,0,4.7,155694,1000000,0.0
SPORTS,1,4.5,827651,10000000,0.0
GAME,0,4.3,1295625,100000000,0.0
SPORTS,1,3.9,987,10000,0.0
SPORTS,1,4.0,30840,1000000,0.0
SPORTS,1,4.6,118034,5000000,0.0
GAME,0,4.1,1686,100000,0.0
SPORTS,1,4.6,6477,10000,7.99
SPORTS,1,4.4,11506,100000,0.0
GAME,0,4.5,9883367,100000000,0.0
GAME,0,4.4,22426677,500000000,0.0
SPORTS,1,4.6,2067,50000,0.0
GAME,0,3.6,214,50000,0.0
GAME,0,4.3,834117,10000000,0.0
GAME,0,4.5,3778921,100000000,0.0
GAME,0,4.2,1497361,100000000,0.0
SPORTS,1,4.0,140995,10000000,0.0
GAME,0,4.2,139432,10000000,0.0
SPORTS,1,4.4,134195,10000000,0.0
GAME,0,4.2,93608,10000000,0.0
GAME,0,4.7,154264,10000000,0.0
SPORTS,1,4.4,708710,10000000,0.0
GAME,0,4.2,326689,10000000,0.0
GAME,0,4.0,267,10000,1.99
GAME,0,4.3,85882,10000000,0.0
SPORTS,1,4.6,4102,500000,0.0
GAME,0,4.4,33661,100000,2.99
SPORTS,1,4.2,3909032,100000000,0.0
SPORTS,1,4.5,32606,1000000,0.0
GAME,0,4.1,15763,1000000,0.0
SPORTS,1,4.3,91031,5000000,0.0
SPORTS,1,4.4,1690802,50000000,0.0
GAME,0,5.0,7,5,0.0
SPORTS,1,4.2,287,50000,0.0
GAME,0,3.9,404,100000,0.0
SPORTS,1,4.6,199,50000,0.0
GAME,0,4.5,634159,10000000,0.0
SPORTS,1,4.5,2371338,50000000,0.0
GAME,0,4.5,38297,10000000,0.0
GAME,0,4.5,785622,50000000,0.0
SPORTS,1,5.0,14,100,0.0
GAME,0,4.5,559,100000,0.0
SPORTS,1,4.5,328469,10000000,0.0
GAME,0,4.7,1536349,50000000,0.0
GAME,0,4.6,59800,5000000,0.0
GAME,0,4.3,2903386,100000000,0.0
SPORTS,1,4.5,190247,5000000,0.0
GAME,0,4.8,230710,10000000,0.0
SPORTS,1,4.5,23966,1000000,5.99
SPORTS,1,4.0,22,10000,0.0
GAME,0,3.6,12257,1000000,0.0
SPORTS,1,4.1,367505,10000000,0.0
GAME,0,4.3,771001,50000000,0.0
